-2.4803,4.5316,1
1.2621,-2.4211,1
3.062,-1.2691,1
-1.0189,4.4378,1
-0.11243,-1.2967,1
1.0315,0.79531,1
-0.85339,-3.3297,1
-1.1375,0.021352,1
-0.62531,-0.10785,1
0.93937,-0.31599,1
0.97633,1.8104,1
-0.62083,-0.010128,1
-1.5164,1.0445,1
-1.4322,-3.5858,1
0.66619,1.7378,1
-1.6638,2.5762,1
0.21507,0.52694,1
-0.8766,-2.6644,1
0.39133,-1.1208,1
1.8437,-0.86371,1
1.5213,0.90192,1
-1.8982,2.835,1
-1.3883,0.25709,1
0.30192,2.6993,1
-1.2361,-0.75017,1
1.8419,-2.5204,1
1.4695,-2.3618,1
-0.37335,1.625,1
-0.75373,-1.9757,1
-0.97416,-3.8137,1
0.47163,3.4371,1
-0.63719,-2.6467,1
1.9184,1.4679,1
-1.0981,-2.5758,1
0.48405,-5.0844,1
0.25764,6.3928,1
0.7023,-3.14,1
-1.7889,0.089994,1
0.83359,2.038,1
1.0493,-0.4881,1
-1.5112,-2.2102,1
-0.16228,-2.2154,1
0.82166,-3.0998,1
-0.99706,0.35249,1
-0.47326,1.7885,1
-1.051,-2.4848,1
-0.66292,6.455,1
-0.64341,-1.4165,1
-0.22717,-2.3631,1
-0.77324,-3.7358,1
0.76577,-0.41289,1
-0.056832,2.8619,1
-0.0045395,-1.3747,1
-2.5946,1.0667,1
1.825,-2.1153,1
-0.51575,0.73007,1
-1.156,1.7404,1
0.48532,2.9307,1
-0.3692,1.5862,1
1.2268,-0.76921,1
0.39903,1.5358,1
0.96274,-1.7642,1
-0.85217,-4.1112,1
-1.4249,-2.1295,1
-2.2246,-2.4061,1
-1.6859,-0.73756,1
0.62429,-2.2894,1
1.5186,0.044729,1
-0.40965,-3.4037,1
-0.49374,0.25409,1
0.86755,-0.57671,1
-0.48961,2.6476,1
-0.0097883,0.39669,1
0.18153,0.8059,1
-1.271,1.6383,1
-1.6874,-1.3884,1
0.31588,-3.86,1
-1.1044,-2.8921,1
0.90743,0.11233,1
0.47038,1.1284,1
1.2484,-3.5629,1
1.1609,1.0537,1
-0.42301,-6.2093,1
1.3528,-0.42366,1
1.6432,-1.0204,1
-0.30376,-1.6012,1
1.5034,-2.1665,1
-0.82225,0.88916,1
0.57,-0.19613,1
0.51917,1.7584,1
1.2432,1.2382,1
0.32091,1.6157,1
-1.9921,3.3184,1
0.4575,1.4783,1
0.5967,1.0056,1
0.64877,1.0178,1
0.2974,-5.2078,1
1.0777,0.031065,1
0.55002,-3.2161,1
-1.4625,-0.14208,1
2.2294,0.095323,1
-0.26946,-3.3213,1
-0.35621,2.14,1
1.1069,-2.5783,1
0.98359,2.9085,1
0.5254,0.30269,1
2.2025,-0.25495,1
1.7934,-3.5057,1
-0.44735,2.5079,1
-0.61208,-0.41472,1
0.77065,0.66319,1
0.39987,0.90995,1
2.2753,-2.0898,1
1.6371,3.0327,1
-0.88573,0.86785,1
0.40032,-5.548,1
0.45716,0.34269,1
-1.0481,1.6579,1
-0.82624,0.23025,1
-0.45381,1.8019,1
-0.64637,-1.3892,1
-1.4865,1.8705,1
0.62573,1.4916,1
-1.3001,-1.5376,1
0.31241,2.029,1
1.0888,-3.4836,1
-0.83261,1.1493,1
2.5502,1.1117,1
0.71909,3.3947,1
-0.027174,-3.0346,1
0.40552,0.082122,1
-0.48282,0.57223,1
1.0371,-0.21744,1
-1.3764,3.5537,1
0.56719,-4.9294,1
-0.87471,-1.6778,1
0.62373,2.8862,1
-2.2237,-2.3488,1
-0.1702,3.8357,1
0.29378,-1.4341,1
-0.27153,1.1743,1
-0.67477,-4.5531,1
0.75379,0.63156,1
1.4825,-3.3938,1
0.90366,4.2566,1
1.4136,1.4943,1
-0.63162,3.5153,1
0.84695,-2.261,1
0.5806,1.5873,1
-1.161,3.8807,1
-0.74424,-1.9387,1
1.1633,-1.1596,1
-0.15758,-1.5423,1
0.56744,-0.71664,1
-0.38641,-3.1805,1
-0.4949,0.72144,1
0.98807,1.3444,1
-0.98548,-2.3464,1
0.64663,5.0666,1
-0.52951,4.1626,1
0.53746,-0.4871,1
-2.1195,3.1889,1
-0.065827,0.18664,1
0.83222,1.8911,1
-2.1231,0.84547,1
0.33352,2.3016,1
-2.0585,2.1034,1
-0.684,-0.18281,1
1.7276,1.2814,1
1.4437,-0.34105,1
-0.12759,0.13051,1
-0.76105,-0.69668,1
0.18973,-0.10718,1
0.065383,1.8676,1
0.32455,0.83729,1
-1.452,0.84308,1
3.6905,1.5908,1
-0.62641,-3.24,1
0.058558,-2.3796,1
-1.9347,1.5014,1
1.0502,0.11277,1
0.46674,1.6052,1
-0.14727,-0.067761,1
1.0413,1.8288,1
-2.0395,-0.9489,1
